StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,attn_1,attn_2,dv_identity,dv_entitlement,comp_q,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,Q30,Q31,RandomID,cond,FL_8_DO
5/24/24 11:09,5/24/24 11:10,IP Address,67.20.237.116,100,74,TRUE,5/24/24 11:10,R_1S0ouR1x9eFn7bK,,,,,40.6217,-79.9431,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Female,,White or European,,32,College Graduate (4 year),,ALCVGNUURF8LQ,668385,668385,1,FL_10
5/24/24 13:35,5/24/24 13:39,IP Address,50.20.245.80,100,249,TRUE,5/24/24 13:39,R_3kvJ6Qt9UCx9KBq,,,,,36.1294,-82.866,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,38,College Graduate (4 year),,A3UJO2A7THUZTV,156451,156451,1,FL_10
5/24/24 15:02,5/24/24 15:06,IP Address,100.1.5.141,100,204,TRUE,5/24/24 15:06,R_6gZdg9GEdzPS3K2,,,,,40.6511,-74.26,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Female,,Black or African American,,60,College Graduate (4 year),,A5V3ZMQI0PU3F,515365,515365,2,FL_11
5/24/24 16:32,5/24/24 16:35,IP Address,174.165.170.150,100,207,TRUE,5/24/24 16:35,R_7FwZmSt7TVPhhMo,,,,,47.8561,-121.9467,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Female,,White or European,,51,Vocational/Technical School (2 year),,AQAXDL1INQC9Q,658068,658068,1,FL_10
5/24/24 20:30,5/24/24 20:32,IP Address,134.84.0.2,100,111,TRUE,5/24/24 20:32,R_5H8hCrPq2RUx3Oz,,,,,44.9764,-93.224,anonymous,EN,Yes,Paul,Purple,,I am not sure.,Teletransportation,Female,,White or European,,51,College Graduate (4 year),,A2QGQOWEM9G55,,902208,2,FL_11
5/25/24 8:27,5/25/24 8:29,IP Address,71.81.246.242,100,117,TRUE,5/25/24 8:29,R_6WCseqlFT4zrK2J,,,,,35.7376,-81.203,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,Black or African American,,36,College Graduate (4 year),,A8BGHKGBA8O33,181465,181465,1,FL_10
5/25/24 12:23,5/25/24 12:24,IP Address,75.231.203.64,100,83,TRUE,5/25/24 12:24,R_1hmRUmv3tHdqerd,,,,,45.5173,-122.6398,anonymous,EN,Yes,Paul,Purple,,I am not sure.,Teletransportation,Male,,White or European,,33,Some College,,ARJ6SPCZJVARE,549720,549720,2,FL_11
5/25/24 13:50,5/25/24 13:51,IP Address,172.59.112.18,100,27,TRUE,5/25/24 13:51,R_1aIELE09DyncLzr,,,,,36.8375,-76.0976,anonymous,EN,Yes,Paul,Green,,,,,,,,,,,,,985011,,
5/25/24 18:16,5/25/24 18:21,IP Address,74.105.140.75,100,303,TRUE,5/25/24 18:21,R_5ayJITpHXE8G0Fj,,,,,41.0817,-74.1863,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Female,,White or European,,44,Vocational/Technical School (2 year),,A1CFPKUOCGJIM6,943672,943672,2,FL_11
5/25/24 18:50,5/25/24 18:53,IP Address,73.24.24.78,100,209,TRUE,5/25/24 18:53,R_7MfD7bXDprCBn8p,,,,,45.0001,-93.0986,anonymous,EN,Yes,Paul,Purple,I am not sure.,,Teletransportation,Male,,White or European,,63,College Graduate (4 year),,AKX5RHHO8BIUX,661352,661352,1,FL_10
5/25/24 20:16,5/25/24 20:19,IP Address,173.88.2.3,100,227,TRUE,5/25/24 20:19,R_33jTTs2VyK7hb4t,,,,,40.7416,-84.1522,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Female,,White or European,,63,College Graduate (4 year),,AVOF14300525D,315109,315109,2,FL_11
5/26/24 8:12,5/26/24 8:17,IP Address,24.118.104.162,100,317,TRUE,5/26/24 8:17,R_7D0WRYfK3zbw2vO,,,,,44.8328,-93.4396,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Female,,White or European,,40,College Graduate (4 year),,A2EN81T1B3UG8O,245737,245737,1,FL_10
5/26/24 9:33,5/26/24 9:35,IP Address,24.229.165.136,100,120,TRUE,5/26/24 9:35,R_5uR5X4uahibgiB3,,,,,40.6006,-75.4677,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Female,,White or European,,57,High School or Equivalent,,AR95C0P53AFWJ,358001,358001,2,FL_11
5/26/24 11:12,5/26/24 11:15,IP Address,100.0.92.147,100,141,TRUE,5/26/24 11:15,R_1gtoS30sIcFBRbZ,,,,,42.1506,-71.4268,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Female,,White or European,,59,Some College,,A2VX8B1CJXRN2,592277,592277,1,FL_10
5/26/24 12:49,5/26/24 12:52,IP Address,97.103.128.93,100,143,TRUE,5/26/24 12:52,R_5jjnzBp6db2IOJ2,,,,,28.1404,-80.6514,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,44,College Graduate (4 year),,AVZ76FUE8VET9,284814,284814,1,FL_10
5/26/24 15:59,5/26/24 16:01,IP Address,47.144.233.249,100,144,TRUE,5/26/24 16:01,R_5qqgSFCD3Q21POZ,,,,,33.5674,-117.1758,anonymous,EN,Yes,Paul,Purple,,I am not sure.,Teletransportation,Female,,White or European,,64,Some College,,A218S9QMWS15U,185990,185990,2,FL_11
5/27/24 2:45,5/27/24 2:48,IP Address,191.96.37.29,100,177,TRUE,5/27/24 2:48,R_3k0HyBIP3PpRw3R,,,,,47.6034,-122.3414,anonymous,EN,Yes,Paul,Purple,,I am not sure.,Teletransportation,Female,,White or European,,44,Some College,,A3UBB1LJKDQGZP,97358,97358,2,FL_11
5/27/24 3:48,5/27/24 3:51,IP Address,76.217.241.48,100,173,TRUE,5/27/24 3:51,R_10iuyU2SyUG3fHd,,,,,39.722,-84.0327,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Female,,White or European,,53,College Graduate (4 year),,A2EDI66B0KTBEH,70673,70673,1,FL_10
5/27/24 7:08,5/27/24 7:10,IP Address,76.138.57.8,100,132,TRUE,5/27/24 7:10,R_5CJyGlkcPOC50RS,,,,,34.9392,-89.8675,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Teletransportation,Male,,White or European,,40,Masters Degree (MS),,A2460MAJX0NA82,857728,857728,1,FL_10
5/27/24 7:50,5/27/24 7:53,IP Address,70.59.28.213,100,143,TRUE,5/27/24 7:53,R_62usnFcBWoFhB4M,,,,,39.8401,-105.0027,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,53,Some College,,A27HVVLSZZ13XK,746443,746443,2,FL_11
5/27/24 8:11,5/27/24 8:13,IP Address,136.227.146.33,100,140,TRUE,5/27/24 8:13,R_5uprGnPQ5t89Uv6,,,,,43.5782,-83.17,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Female,,Asian,,52,Some College,,A26D2ZZKJW7BXR,851458,851458,1,FL_10
5/27/24 9:12,5/27/24 9:13,IP Address,208.56.157.103,100,89,TRUE,5/27/24 9:13,R_3CHRpbqI03LVQ8Y,,,,,37.2988,-83.1826,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,34,Vocational/Technical School (2 year),,A26K8OELA8ZDI9,203081,203081,2,FL_11
5/27/24 12:14,5/27/24 12:17,IP Address,107.4.50.69,100,131,TRUE,5/27/24 12:17,R_3lQGNcXt1SHsRMZ,,,,,42.7686,-86.117,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Female,,White or European,,47,College Graduate (4 year),,A2I4A4WGWII18Z,886364,886364,1,FL_10
5/27/24 14:00,5/27/24 14:03,IP Address,136.37.31.154,100,192,TRUE,5/27/24 14:03,R_5i3XYobQcFApZRu,,,,,39.1995,-94.5265,anonymous,EN,Yes,Paul,Purple,,I am not sure.,Teletransportation,Male,,White or European,,38,Masters Degree (MS),,A23JA6ICO4BPQ5,677981,677981,2,FL_11
5/27/24 17:15,5/27/24 17:17,IP Address,172.56.66.231,100,124,TRUE,5/27/24 17:17,R_1lrg0lFyxqvwi9Z,,,,,33.8508,-84.2863,anonymous,EN,Yes,Paul,Purple,,Only the person from his relative's house.,Teletransportation,Female,,Black or African American,,42,College Graduate (4 year),,A1V6CP5I0TOSAR,592143,592143,2,FL_11
5/27/24 19:08,5/27/24 19:14,IP Address,158.247.180.30,100,368,TRUE,5/27/24 19:14,R_7cVeOvdBlgRr9Iz,,,,,38.2181,-84.8788,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,41,College Graduate (4 year),,A2OCP3UDPBH0ME,,688675,1,FL_10
5/28/24 13:52,5/28/24 13:54,IP Address,104.9.161.4,100,127,TRUE,5/28/24 13:54,R_2DpD5nJNucaQJDu,,,,,34.0767,-118.1802,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Female,,Black or African American,,38,Some College,,AU5Y7J1PF0UIT,,45001,1,FL_10
5/28/24 14:56,5/28/24 14:58,IP Address,50.4.144.5,100,85,TRUE,5/28/24 14:58,R_1r25kQ7wDJt0gFW,,,,,32.853,-79.9876,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,39,College Graduate (4 year),,A1HWI4N1RJGKYY,545293,545293,2,FL_11
5/28/24 18:24,5/28/24 18:25,IP Address,72.208.196.162,100,52,TRUE,5/28/24 18:25,R_7vJvekky74GKwvf,,,,,33.6969,-112.1658,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,36,Some College,,A3UUH3632AI3ZX,314118,314118,1,FL_10
5/28/24 19:29,5/28/24 19:31,IP Address,173.16.48.49,100,104,TRUE,5/28/24 19:31,R_6BSgVoz32LH9A2v,,,,,47.5342,-92.5308,anonymous,EN,Yes,Paul,Purple,,I am not sure.,Teletransportation,Female,,White or European,,42,Some College,,A6U2C66WQ7QQN,623282,623282,2,FL_11
5/29/24 3:24,5/29/24 3:26,IP Address,24.38.193.78,100,114,TRUE,5/29/24 3:26,R_3BWTubW5hbyQ2NL,,,,,40.9564,-74.6246,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Female,,White or European,,65,College Graduate (4 year),,A2A40D950QGXHK,12702,12702,1,FL_10
5/29/24 15:21,5/29/24 15:22,IP Address,172.56.169.52,100,31,TRUE,5/29/24 15:22,R_5cnmXfulCYZoYgx,,,,,38.5148,-121.4395,anonymous,EN,Yes,Paul,Green,,,,,,,,,,,,,699215,,
5/29/24 15:22,5/29/24 15:25,IP Address,172.56.169.52,100,205,TRUE,5/29/24 15:25,R_5KdkYALwEdQNarr,,,,,38.5148,-121.4395,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,53,High School or Equivalent,,A16D2GVNFHEB9V,90610,90610,2,FL_11
5/29/24 15:38,5/29/24 15:39,IP Address,76.33.36.159,100,90,TRUE,5/29/24 15:39,R_7BTukLPrIgSBeLL,,,,,33.9675,-118.1464,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,Asian,,37,College Graduate (4 year),,A2MUCL20GTQJA0,824967,824967,1,FL_10
5/22/24 20:54,5/22/24 20:54,IP Address,49.47.218.93,13,22,FALSE,5/29/24 20:54,R_4CgC3gHpml5GFLA,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,462771,,
5/23/24 7:54,5/23/24 7:54,IP Address,24.194.228.107,13,4,FALSE,5/30/24 7:54,R_5lFTIs4fT3f0MWf,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,132809,,
5/23/24 10:47,5/23/24 10:47,IP Address,65.175.203.94,31,23,FALSE,5/30/24 10:48,R_6q46uVCzYYIuRMB,,,,,,,anonymous,EN,Yes,Paul,Purple,,,,,,,,,,,,,348802,2,FL_11
5/31/24 11:55,5/31/24 11:56,IP Address,208.252.176.179,100,23,TRUE,5/31/24 11:56,R_3llOxWqf5DhbWgx,,,,,39.9053,-75.0023,anonymous,EN,Yes,Neither John nor Paul,Purple,,,,,,,,,,,,,910564,,
5/31/24 11:55,5/31/24 11:57,IP Address,209.20.251.192,100,101,TRUE,5/31/24 11:57,R_5dM1d8ABxDLPyQW,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Teletransportation,Male,,White or European,,30,Masters Degree (MS),,A236ZRZE2B42E8,965952,965952,2,FL_11
5/31/24 11:57,5/31/24 11:58,IP Address,139.171.221.124,100,31,TRUE,5/31/24 11:58,R_15y3e5o80M0LXFv,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Green,,,,,,,,,,,,,737210,,
5/31/24 11:58,5/31/24 11:58,IP Address,139.171.221.124,100,21,TRUE,5/31/24 11:58,R_1KHWsi3v4Jp7oEV,,,,,39.0469,-77.4903,anonymous,EN,Yes,Both John and Paul,Green,,,,,,,,,,,,,836416,,
5/31/24 11:57,5/31/24 11:59,IP Address,209.20.221.97,100,80,TRUE,5/31/24 11:59,R_3EvGtLhizDPfpap,,,,,35.9825,-78.5376,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Plane travel,Male,,White or European,,59,High School or Equivalent,,A1Q5JN3I3PWOT7,890389,890389,2,FL_11
5/31/24 11:56,5/31/24 11:59,IP Address,209.20.251.48,100,164,TRUE,5/31/24 11:59,R_78HYMtxshC4hNPH,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Plane travel,Male,,White or European,,36,Masters Degree (MS),,A1Y9LKB2Y78U1A,904317,904317,1,FL_10
5/31/24 11:58,5/31/24 11:59,IP Address,139.171.246.183,100,77,TRUE,5/31/24 11:59,R_5TGfF1rcrk7lXih,,,,,40.7852,-73.8098,anonymous,EN,Yes,Both John and Paul,Purple,,,,,,,,,,,,,840833,,
5/31/24 11:59,5/31/24 12:00,IP Address,139.171.221.124,100,63,TRUE,5/31/24 12:00,R_1MbWV6pJICoIZzY,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Plane travel,Male,,White or European,,40,Doctoral Degree (PhD),,A2QRKSV1QS27K7,874903,874903,2,FL_11
5/31/24 11:59,5/31/24 12:00,IP Address,141.140.89.157,100,57,TRUE,5/31/24 12:00,R_133bQPnLWlTQv9Y,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Green,,,,,,,,,,,,,352281,,
5/31/24 11:56,5/31/24 12:00,IP Address,139.171.217.173,100,255,TRUE,5/31/24 12:00,R_38zFB3BH4B8nJt7,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,,I am not sure.,Plane travel,Male,,White or European,,35,Masters Degree (MS),,A20729PYQ5NDIM,,307211,2,FL_11
5/31/24 11:56,5/31/24 12:00,IP Address,45.85.205.37,100,227,TRUE,5/31/24 12:00,R_6bZsgWOuEm2nZAJ,,,,,39.7356,-75.5516,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Female,,White or European,,56,Masters Degree (MS),,A3UQIHW07G0EAG,351396,351396,2,FL_11
5/31/24 11:58,5/31/24 12:00,IP Address,196.51.206.185,100,138,TRUE,5/31/24 12:00,R_1mEeiI0Ot0VvGcp,,,,,39.0469,-77.4903,anonymous,EN,Yes,Neither John nor Paul,Purple,,,,,,,,,,,,,233799,,
5/31/24 11:58,5/31/24 12:00,IP Address,208.207.141.247,100,148,TRUE,5/31/24 12:00,R_32rU4nGa7KNThE4,,,,,40.7637,-73.7695,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Teletransportation,Female,,White or European,,35,College Graduate (4 year),,A1EHGU7N9SZEQ1,832020,832020,1,FL_10
5/31/24 11:56,5/31/24 12:00,IP Address,208.207.155.165,100,266,TRUE,5/31/24 12:00,R_7qBzJZhI0aEVFmP,,,,,40.7637,-73.7695,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Teletransportation,Male,,White or European,,36,College Graduate (4 year),,A19PO2S1CDNJMQ,79125,79125,1,FL_10
5/31/24 11:59,5/31/24 12:00,IP Address,139.171.244.144,100,77,TRUE,5/31/24 12:00,R_3Vx0EpH1hUtU2VC,,,,,40.7852,-73.8098,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Plane travel,Male,,White or European,,36,Masters Degree (MS),,A3GRTZ373I0W9Q,155248,155248,1,FL_10
5/31/24 11:57,5/31/24 12:01,IP Address,63.113.25.23,100,188,TRUE,5/31/24 12:01,R_1MyEKcARNEUfBqI,,,,,39.7536,-86.1935,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,27,Masters Degree (MS),,ALQXOW98KX2W6,905699,905699,1,FL_10
5/31/24 11:56,5/31/24 12:01,IP Address,209.166.254.215,100,321,TRUE,5/31/24 12:01,R_3Ck0GrQGPfhCQlS,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Plane travel,Male,,White or European,,1961,Masters Degree (MS),,A1Y0LQV8X1NGOF,,648374,2,FL_11
5/31/24 12:00,5/31/24 12:01,IP Address,196.51.206.185,100,40,TRUE,5/31/24 12:01,R_3PFlr4850RLQbpn,,,,,39.0469,-77.4903,anonymous,EN,Yes,Both John and Paul,Purple,,,,,,,,,,,,,716658,,
5/31/24 11:56,5/31/24 12:01,IP Address,216.65.138.142,100,326,TRUE,5/31/24 12:01,R_5CIv5uuxBh9bi6U,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Teletransportation,Female,,White or European,,40,Some College,,A3TLRM5YNJFSKY,,10152,1,FL_10
5/31/24 11:56,5/31/24 12:01,IP Address,208.194.214.147,100,327,TRUE,5/31/24 12:01,R_70UNSoxdsUGHS7U,,,,,40.0619,-74.9987,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Teletransportation,Female,,White or European,,35,College Graduate (4 year),,A5V4W3SHY0QKW,427761,427761,1,FL_10
5/31/24 11:58,5/31/24 12:01,IP Address,208.194.200.212,100,195,TRUE,5/31/24 12:01,R_5rGPHxWm88J5sJo,,,,,40.0619,-74.9987,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Teletransportation,Male,,White or European,,35,College Graduate (4 year),,A32PWWDFSHKS87,311250,311250,2,FL_11
5/31/24 11:59,5/31/24 12:01,IP Address,69.91.161.88,100,144,TRUE,5/31/24 12:01,R_6Ut509eNoNg9lBv,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Green,,,,,,,,,,,,,821381,,
5/31/24 11:58,5/31/24 12:02,IP Address,192.25.232.16,100,196,TRUE,5/31/24 12:02,R_6338AAw5bc7sku9,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,35,"Professional Degree (MD, JD, etc.)",,A146JF0ZI7WSQ5,172129,172129,2,FL_11
5/31/24 11:58,5/31/24 12:02,IP Address,204.242.1.104,100,221,TRUE,5/31/24 12:02,R_7QuwzNXO6tvYGFc,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,35,College Graduate (4 year),,A24G7VRFBX13Z5,278889,278889,1,FL_10
5/31/24 11:56,5/31/24 12:02,IP Address,104.171.169.81,100,325,TRUE,5/31/24 12:02,R_1yNdvxua34xT7UZ,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,Only the person at his relative's house.,,Plane travel,Female,,White or European,,59,College Graduate (4 year),,A1B973PG17H746,183453,183453,1,FL_10
5/31/24 11:59,5/31/24 12:02,IP Address,208.252.176.86,100,195,TRUE,5/31/24 12:02,R_1AhWspmpqBU8X3X,,,,,39.9053,-75.0023,anonymous,EN,Yes,Neither John nor Paul,Green,,,,,,,,,,,,,687019,,
5/31/24 11:57,5/31/24 12:02,IP Address,192.126.141.179,100,314,TRUE,5/31/24 12:02,R_1TsBgLb0DZ3Ux42,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,Only the person from his relative's house.,Teletransportation,Female,,White or European,,35,College Graduate (4 year),,A2CQ3YXSY7JQRD,14193,14193,2,FL_11
5/31/24 12:00,5/31/24 12:02,IP Address,208.194.201.180,100,109,TRUE,5/31/24 12:02,R_6Wrpt26Xd3zlnWN,,,,,40.0619,-74.9987,anonymous,EN,Yes,Paul,Purple,,Only the person from his relative's house.,Plane travel,Female,,White or European,,25,College Graduate (4 year),,A3JH0X6GMY40GE,168067,168067,2,FL_11
5/31/24 11:58,5/31/24 12:02,IP Address,204.242.1.110,100,250,TRUE,5/31/24 12:02,R_5pW3Amqw8D6yuL6,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,27,College Graduate (4 year),,A1SH07YE0XPWVE,666904,666904,1,FL_10
5/31/24 11:58,5/31/24 12:02,IP Address,204.114.115.214,100,257,TRUE,5/31/24 12:02,R_78AEtEZPrFEfPmV,,,,,35.9825,-78.5376,anonymous,EN,Yes,Paul,Purple,,I am not sure.,Teletransportation,Female,,White or European,,38,Doctoral Degree (PhD),,A1MK2GGNURWQCP,,223100,2,FL_11
5/31/24 11:58,5/31/24 12:02,IP Address,149.143.128.223,100,216,TRUE,5/31/24 12:02,R_5DygRaPWpElzCPn,,,,,40.7205,-73.8796,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Teletransportation,Male,,White or European,,33,Masters Degree (MS),,A1R9W8OAD94C1D,649004,649004,1,FL_10
5/31/24 11:59,5/31/24 12:02,IP Address,71.167.25.250,100,204,TRUE,5/31/24 12:02,R_7eLA9vTkj1HJ1iV,,,,,40.6446,-73.9743,anonymous,EN,Yes,Paul,Purple,,I am not sure.,Teletransportation,Male,,Asian,,42,College Graduate (4 year),,AONSG5WOC3OX0,,941863,2,FL_11
5/31/24 11:57,5/31/24 12:02,IP Address,63.112.160.177,100,302,TRUE,5/31/24 12:02,R_5v0zhOLVY81DVcj,,,,,38.6438,-77.3451,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Female,,White or European,,43,College Graduate (4 year),,A39ZHQN1GD5A9D,191078,191078,1,FL_10
5/31/24 11:58,5/31/24 12:02,IP Address,209.20.234.92,100,263,TRUE,5/31/24 12:02,R_6oAqMPDUSyEhnDF,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,Only the person at his relative's house.,,Teletransportation,Male,,White or European,,37,College Graduate (4 year),,A3G2EDXF87X2QM,929647,929647,1,FL_10
5/31/24 11:56,5/31/24 12:02,IP Address,208.252.177.108,100,363,TRUE,5/31/24 12:02,R_7OSxOwqp8mBaTAJ,,,,,39.9053,-75.0023,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Teletransportation,Female,,Hispanic or Latino,,25,College Graduate (4 year),,A2U4UFWQ84TN8A,63726,63726,1,FL_10
5/31/24 12:02,5/31/24 12:03,IP Address,63.113.25.31,100,54,TRUE,5/31/24 12:03,R_3eLzqCh0PAuC5Lb,,,,,39.7536,-86.1935,anonymous,EN,Yes,Paul,Purple,Only the person at his relative's house.,,Teletransportation,Male,,White or European,,28,Masters Degree (MS),,A2LOJYNHNGIOZQ,798922,798922,1,FL_10
5/31/24 11:56,5/31/24 12:03,IP Address,38.255.35.28,100,387,TRUE,5/31/24 12:03,R_1rBIpI1JCkQAbvQ,,,,,34.0544,-118.244,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,27,"Professional Degree (MD, JD, etc.)",,A1OX2023717CQ8,594992,594992,2,FL_11
5/31/24 12:01,5/31/24 12:03,IP Address,196.51.206.185,100,101,TRUE,5/31/24 12:03,R_1U28DL5SoEOjxLj,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,I am not sure.,,Farming,Male,,White or European,,30,Masters Degree (MS),,A2ZI0ZRQIZ7BJW,184831,184831,1,FL_10
5/31/24 11:58,5/31/24 12:03,IP Address,192.126.137.63,100,266,TRUE,5/31/24 12:03,R_7QSln6WFBtGZxZ5,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,35,College Graduate (4 year),,A3QIWEQXAGMGD,637048,637048,2,FL_11
5/31/24 11:56,5/31/24 12:03,IP Address,137.155.101.126,100,426,TRUE,5/31/24 12:03,R_5CgJ5rrU7JpuemR,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Plane travel,Female,,White or European,,40,College Graduate (4 year),,AUP5QPOZE8I0B,,439211,1,FL_10
5/31/24 12:00,5/31/24 12:03,IP Address,142.197.130.187,100,163,TRUE,5/31/24 12:03,R_3jbU1LQTQdvgNyN,,,,,28.3056,-81.4197,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Female,,Hispanic or Latino,,61,Some College,,A3CSIM8V9IYXM7,953469,953469,1,FL_10
5/31/24 12:01,5/31/24 12:03,IP Address,154.27.76.227,100,172,TRUE,5/31/24 12:03,R_7QKpEmSHReXuEqM,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,,Only the person from his relative's house.,Teletransportation,Female,,White or European,,30,High School or Equivalent,,A1YDCXZUPEOXPM,607224,607224,2,FL_11
5/31/24 12:02,5/31/24 12:04,IP Address,139.171.217.180,100,93,TRUE,5/31/24 12:04,R_1oz5aX28eTWu8tJ,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,,Only the person from his relative's house.,Teletransportation,Male,,White or European,,38,Some College,,A2HXNNNW7V1OLQ,,895759,2,FL_11
5/31/24 12:00,5/31/24 12:04,IP Address,141.140.89.157,100,211,TRUE,5/31/24 12:04,R_3uP7QPcyIS8QtwJ,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,I am not sure.,Teletransportation,Male,,White or European,,30,Masters Degree (MS),,ACPXYE00DOVYF,874147,874147,2,FL_11
5/31/24 12:00,5/31/24 12:04,IP Address,137.155.40.240,100,261,TRUE,5/31/24 12:04,R_3tDbJolVVXDSSfG,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,I am not sure.,,Plane travel,Female,,White or European,,39,High School or Equivalent,,A1IINPLOE5T65I,,259154,1,FL_10
5/31/24 12:01,5/31/24 12:04,IP Address,173.239.211.71,100,197,TRUE,5/31/24 12:04,R_5k0ujlkmSQ1uJAL,,,,,40.7123,-74.0068,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,Black or African American,,28,College Graduate (4 year),,A3R97T5D3RR9JX,,885322,2,FL_11
5/31/24 11:57,5/31/24 12:04,IP Address,208.194.213.34,100,465,TRUE,5/31/24 12:04,R_5JXY6vyz7FtOS9b,,,,,40.0619,-74.9987,anonymous,EN,Yes,Paul,Purple,Only the person at his relative's house.,,Plane travel,Male,,White or European,,1988,Masters Degree (MS),,AD0KOGRQZG4AL,322637,322637,1,FL_10
5/31/24 11:59,5/31/24 12:05,IP Address,209.114.13.42,100,368,TRUE,5/31/24 12:05,R_5l6jzde2Gsydnsp,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,Only the person from his relative's house.,Teletransportation,Female,,White or European,,24,Masters Degree (MS),,A315LAT7FUO2OP,174886,174886,2,FL_11
